"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AZ1","AZ2","KA1","KA2","OD1","REM","EQD"
"71006099999","2014-01-01T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","280,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0213,1","-0231,1","99999,9",,,,,,,,"AWY049PAA SA 0800 AUTO8 M M M M/-21/-23/2801/M/ M 31MM=",
"71006099999","2014-01-01T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","360,1,9,0000,1","99999,9,9,9","999999,9,9,9","-0207,1","-0224,1","99999,9",,,,,,,,"AWY049PAA SA 0900 AUTO8 M M M M/-21/-22/0000/M/ M 74MM=",
"71006099999","2014-01-01T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","360,1,9,0000,1","99999,9,9,9","999999,9,9,9","-0206,1","-0224,1","99999,9",,,,,,,,"AWY049PAA SA 1000 AUTO8 M M M M/-21/-22/0000/M/ M 64MM=",
"71006099999","2014-01-01T11:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0201,1","-0220,1","99999,9",,,,,,,,"AWY049PAA SA 1100 AUTO8 M M M M/-20/-22/1302/M/ M 10MM=",
"71006099999","2014-01-01T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","110,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0199,1","-0218,1","99999,9","06,0000,9,1","24,0004,3,1",,,"240,M,-0177,1","240,N,-0246,1",,"SYN05871006 15/// /1103 11199 21218 60001 333 11177 21246 70004=",
"71006099999","2014-01-01T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0199,1","-0218,1","99999,9",,,,,,,,"AWY049PAA SA 1200 AUTO8 M M M M/-20/-22/1103/M/ M 98MM=",
"71006099999","2014-01-01T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0191,1","-0210,1","99999,9",,,,,,,,"AWY050PAA SA 1400 AUTO8 M M M M/-19/-21/1104/M/M M 10MM=",
"71006099999","2014-01-01T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","100,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0183,1","-0201,1","99999,9",,,,,,,,"AWY050PAA SA 1500 AUTO8 M M M M/-18/-20/1004/M/M M 31MM=",
"71006099999","2014-01-01T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","060,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0174,1","-0192,1","99999,9",,,,,,,,"AWY050PAA SA 1600 AUTO8 M M M M/-17/-19/0603/M/M M 42MM=",
"71006099999","2014-01-01T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","090,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0170,1","-0189,1","99999,9",,,,,,,,"AWY050PAA SA 1700 AUTO8 M M M M/-17/-19/0904/M/M M 09MM=",
"71006099999","2014-01-01T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","070,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0156,1","-0179,1","99999,9","06,9999,1,9","24,9999,1,9",,,"120,M,-0155,1","120,N,-0246,1",,"SYN05871006 45/// /0703 11156 21179 6///1 333 11155 21246 7////=",
"71006099999","2014-01-01T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","070,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0156,1","-0179,1","99999,9",,,,,,,,"AWY050PAA SA 1800 AUTO8 M M M M/-16/-18/0703/M/M M 69MM=",
"71006099999","2014-01-01T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0026,1","99999,9,9,9","999999,9,9,9","-0147,1","-0171,1","99999,9",,,,,,,,"AWY049PAA SA 1900 AUTO8 M M M M/-15/-17/1505/M/ M 71MM=",
"71006099999","2014-01-01T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","090,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0142,1","-0169,1","99999,9",,,,,,,,"AWY049PAA SA 2000 AUTO8 M M M M/-14/-17/0904/M/ M 29MM=",
"71006099999","2014-01-01T21:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0031,1","99999,9,9,9","999999,9,9,9","-0142,1","-0168,1","99999,9",,,,,,,,"AWY049PAA SA 2100 AUTO8 M M M M/-14/-17/1106/M/ M 28MM=",
"71006099999","2014-01-01T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0142,1","-0167,1","99999,9",,,,,,,,"AWY049PAA SA 2200 AUTO8 M M M M/-14/-17/1307/M/ M 27MM=",
"71006099999","2014-01-01T23:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0144,1","-0166,1","99999,9",,,,,,,,"AWY049PAA SA 2300 AUTO8 M M M M/-14/-17/1207/M/ M 46MM=",
"71006099999","2014-01-02T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","120,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0140,1","-0159,1","99999,9","06,0000,9,1","24,9999,1,9",,,"120,M,-0139,1","120,N,-0235,1",,"SYN05871006 15/// /1207 11140 21159 60001 333 11139 21235 7////=",
"71006099999","2014-01-02T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0140,1","-0159,1","99999,9",,,,,,,,"AWY049PAA SA 0000 AUTO8 M M M M/-14/-16/1207/M/ M 09MM=",
"71006099999","2014-01-02T01:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","130,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0139,1","-0158,1","99999,9",,,,,,,,"AWY049PAA SA 0100 AUTO8 M M M M/-14/-16/1308/M/ M 98MM=",
"71006099999","2014-01-02T02:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0041,1","99999,9,9,9","999999,9,9,9","-0140,1","-0158,1","99999,9",,,,,,,,"AWY049PAA SA 0200 AUTO8 M M M M/-14/-16/1508/M/ M 08MM=",
"71006099999","2014-01-02T03:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0150,1","-0167,1","99999,9",,,,,,,,"AWY049PAA SA 0300 AUTO8 M M M M/-15/-17/1510/M/ M 07MM=",
"71006099999","2014-01-02T04:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0154,1","-0168,1","99999,9",,,,,,,,"AWY049PAA SA 0400 AUTO8 M M M M/-15/-17/1611/M/ M 48MM=",
"71006099999","2014-01-02T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","150,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0143,1","-0154,1","99999,9","06,9999,1,9","24,9999,1,9",,,"240,M,-0138,1","240,N,-0235,1",,"SYN05871006 45/// /1512 11143 21154 6///1 333 11138 21235 7////=",
"71006099999","2014-01-02T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0062,1","99999,9,9,9","999999,9,9,9","-0142,1","-0154,1","99999,9",,,,,,,,"AWY050PAA SA 0600 AUTO8 M M M M/-14/-15/1512/M/M M 24MM=",
"71006099999","2014-01-02T07:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0072,1","99999,9,9,9","999999,9,9,9","-0130,1","-0140,1","99999,9",,,,,,,"3,01,0113,1,180","AWY067PAA SA 0700 AUTO8 M M M M/-13/-14/1514/M/ PK WND 1822 0611Z M 00MM=",
"71006099999","2014-01-02T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0119,1","-0130,1","99999,9",,,,,,,"3,01,0103,1,170","AWY067PAA SA 0800 AUTO8 M M M M/-12/-13/1613/M/ PK WND 1720 0720Z M 90MM=",
"71006099999","2014-01-02T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0082,1","99999,9,9,9","999999,9,9,9","-0117,1","-0127,1","99999,9",,,,,,,"3,01,0118,1,160","AWY067PAA SA 0900 AUTO8 M M M M/-12/-13/1416/M/ PK WND 1623 0839Z M 77MM=",
"71006099999","2014-01-02T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","160,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0116,1","-0126,1","99999,9",,,,,,,"3,01,0108,1,160","AWY067PAA SA 1000 AUTO8 M M M M/-12/-13/1613/M/ PK WND 1621 0916Z M 66MM=",
"71006099999","2014-01-02T11:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0108,1","-0117,1","99999,9",,,,,,,"3,01,0113,1,160","AWY067PAA SA 1100 AUTO8 M M M M/-11/-12/1211/M/ PK WND 1622 1025Z M 87MM=",
"71006099999","2014-01-02T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","120,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0102,1","-0112,1","99999,9","06,0000,9,1","24,9999,1,9",,,"240,N,-0150,1",,,"SYN05871006 15/// /1211 11102 21112 60001 333 11138 21156 7////=","Q01-13   2EATMX "
"71006099999","2014-01-02T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0102,1","-0112,1","99999,9",,,,,,,"3,01,0098,1,130","AWY067PAA SA 1200 AUTO8 M M M M/-10/-11/1211/M/ PK WND 1319 1129Z M 22MM=",
"71006099999","2014-01-02T13:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0072,1","99999,9,9,9","999999,9,9,9","-0103,1","-0116,1","99999,9",,,,,,,"3,01,0118,1,160","AWY067PAA SA 1300 AUTO8 M M M M/-10/-12/1414/M/ PK WND 1623 1212Z M 36MM=",
"71006099999","2014-01-02T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","200,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0096,1","-0111,1","99999,9",,,,,,,"3,01,0123,1,170","AWY067PAA SA 1400 AUTO8 M M M M/-10/-11/2009/M/ PK WND 1724 1308Z M 61MM=",
"71006099999","2014-01-02T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","180,1,9,0046,1","99999,9,9,9","999999,9,9,9","-0100,1","-0116,1","99999,9",,,,,,,,"AWY049PAA SA 1500 AUTO8 M M M M/-10/-12/1809/M/ M 06MM=",
"71006099999","2014-01-02T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0036,1","99999,9,9,9","999999,9,9,9","-0089,1","-0109,1","99999,9",,,,,,,,"AWY049PAA SA 1600 AUTO8 M M M M/-09/-11/2107/M/ M 99MM=",
"71006099999","2014-01-02T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0031,1","99999,9,9,9","999999,9,9,9","-0087,1","-0108,1","99999,9",,,,,,,,"AWY049PAA SA 1700 AUTO8 M M M M/-09/-11/2106/M/ M 78MM=",
"71006099999","2014-01-02T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0074,1","-0096,1","99999,9","06,0000,9,1","24,9999,1,9",,,"120,M,-0074,1","120,N,-0156,1",,"SYN05871006 15/// /2403 11074 21096 60001 333 11074 21156 7////=",
"71006099999","2014-01-02T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","240,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0074,1","-0096,1","99999,9",,,,,,,,"AWY049PAA SA 1800 AUTO8 M M M M/-07/-10/2403/M/ M 46MM=",
"71006099999","2014-01-02T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","250,1,9,0026,1","99999,9,9,9","999999,9,9,9","-0068,1","-0090,1","99999,9",,,,,,,,"AWY049PAA SA 1900 AUTO8 M M M M/-07/-09/2505/M/ M 80MM=",
"71006099999","2014-01-02T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","110,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0049,1","-0074,1","99999,9",,,,,,,,"AWY049PAA SA 2000 AUTO8 M M M M/-05/-07/1103/M/ M 94MM=",
"71006099999","2014-01-02T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","150,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0048,1","-0072,1","99999,9",,,,,,,,"AWY050PAA SA 2200 AUTO8 M M M M/-05/-07/1504/M/M M 82MM=",
"71006099999","2014-01-02T23:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","240,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0060,1","-0074,1","99999,9",,,,,,,,"AWY050PAA SA 2300 AUTO8 M M M M/-06/-07/2404/M/M M 04MM=",
"71006099999","2014-01-03T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","310,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0073,1","-0084,1","99999,9","06,9999,1,9","24,9999,1,9",,,"120,M,-0031,1","120,N,-0143,1",,"SYN05871006 45/// /3101 11073 21084 6///1 333 11031 21143 7////=",
"71006099999","2014-01-03T00:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","310,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0073,1","-0084,1","99999,9",,,,,,,,"AWY050PAA SA 0000 AUTO8 M M M M/-07/-08/3101/M/M M 34MM=",
"71006099999","2014-01-03T01:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","180,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0076,1","-0083,5","99999,9",,,,,,,,"AWY049PAA SA 0100 AUTO8 M M M M/-08/-08/1802/M/ M 63MM=","Q01-8.3  2ATOD  "
"71006099999","2014-01-03T02:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","210,1,9,0005,1","99999,9,9,9","999999,9,9,9","-0070,1","-0074,1","99999,9",,,,,,,,"AWY049PAA SA 0200 AUTO8 M M M M/-07/-07/2101/M/ M 04MM=",
"71006099999","2014-01-03T03:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","220,1,9,0026,1","99999,9,9,9","999999,9,9,9","-0037,1","-0043,5","99999,9",,,,,,,,"AWY049PAA SA 0300 AUTO8 M M M M/-04/-04/2205/M/ M 73MM=","Q01-4.3  2ATOD  "
"71006099999","2014-01-03T04:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","140,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0043,1","-0050,1","99999,9",,,,,,,,"AWY049PAA SA 0400 AUTO8 M M M M/-04/-05/1402/M/ M 30MM=",
"71006099999","2014-01-03T05:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","060,1,9,0021,1","99999,9,9,9","999999,9,9,9","-0042,1","-0047,1","99999,9",,,,,,,,"AWY049PAA SA 0500 AUTO8 M M M M/-04/-05/0604/M/ M 27MM=",
"71006099999","2014-01-03T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","120,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0050,1","-0054,1","99999,9","06,0000,9,1","24,9999,1,9",,,"240,M,-0031,1","240,N,-0143,1",,"SYN05871006 15/// /1202 11050 21054 60001 333 11031 21143 7////=",
"71006099999","2014-01-03T06:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","120,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0050,1","-0054,1","99999,9",,,,,,,,"AWY049PAA SA 0600 AUTO8 M M M M/-05/-05/1202/M/ M 04MM=",
"71006099999","2014-01-03T07:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","320,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0044,1","-0046,1","99999,9",,,,,,,,"AWY049PAA SA 0700 AUTO8 M M M M/-04/-05/3202/M/ M 46MM=",
"71006099999","2014-01-03T08:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","300,1,9,0010,1","99999,9,9,9","999999,9,9,9","-0037,1","-0038,1","99999,9","01,0009,3,1",,,,,,,"AWY072PAA SA 0800 AUTO8 M M M M/-04/-04/3002/M/0009 PCPN 0.9MM PAST HR M 78MM=",
"71006099999","2014-01-03T09:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","360,1,9,0015,1","99999,9,9,9","999999,9,9,9","-0028,1","-0029,1","99999,9","01,0017,3,1",,,,,,,"AWY072PAA SA 0900 AUTO8 M M M M/-03/-03/3603/M/0027 PCPN 1.7MM PAST HR M 89MM=",
"71006099999","2014-01-03T10:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","040,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0019,1","-0019,1","99999,9","01,0012,3,1",,,,,,,"AWY072PAA SA 1000 AUTO8 M M M M/-02/-02/0410/M/0039 PCPN 1.2MM PAST HR M 99MM=",
"71006099999","2014-01-03T11:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","020,1,9,0051,1","99999,9,9,9","999999,9,9,9","-0024,1","-0024,1","99999,9","01,0008,3,1",,,,,,,"AWY072PAA SA 1100 AUTO8 M M M M/-02/-02/0210/M/0048 PCPN 0.8MM PAST HR M 44MM=",
"71006099999","2014-01-03T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","040,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0026,1","-0026,1","99999,9","06,0050,3,1","24,9999,1,9","4,1,02,1",,"240,M,-0031,1","240,N,-0084,1",,"SYN06471006 17/// /0418 11026 21026 60051 7//4/ 333 11031 21084 7////=",
"71006099999","2014-01-03T12:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","040,1,9,0093,1","99999,9,9,9","999999,9,9,9","-0026,1","-0026,1","99999,9",,,,,,,"3,01,0118,1,040","AWY071PAA SA 1200 AUTO8 M M M M/-03/-03/0418/M/0048 PK WND 0423 1148Z M 66MM=",
"71006099999","2014-01-03T14:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","030,1,9,0057,1","99999,9,9,9","999999,9,9,9","-0030,1","-0040,1","99999,9",,,,,,,"3,01,0103,1,030","AWY068PAA SA 1400 AUTO8 M M M M/-03/-04/0311/M/M PK WND 0320 1322Z M 00MM=",
"71006099999","2014-01-03T15:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0038,1","-0052,1","99999,9",,,,,,,"3,01,0087,1,010","AWY068PAA SA 1500 AUTO8 M M M M/-04/-05/3513/M/M PK WND 0117 1453Z M 82MM=",
"71006099999","2014-01-03T16:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0082,1","99999,9,9,9","999999,9,9,9","-0044,1","-0060,1","99999,9",,,,,,,"3,01,0108,1,340","AWY068PAA SA 1600 AUTO8 M M M M/-04/-06/3516/M/M PK WND 3421 1536Z M 40MM=",
"71006099999","2014-01-03T17:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","340,1,9,0067,1","99999,9,9,9","999999,9,9,9","-0065,1","-0080,1","99999,9",,,,,,,"3,01,0113,1,340","AWY068PAA SA 1700 AUTO8 M M M M/-07/-08/3413/M/M PK WND 3422 1625Z M 50MM=",
"71006099999","2014-01-03T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","FM-12","99999","V020","340,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0071,1","-0090,1","99999,9","06,9999,1,9","24,9999,1,9",,,"120,M,-0018,1","120,N,-0084,1",,"SYN05871006 45/// /3415 11071 21090 6///1 333 11018 21084 7////=",
"71006099999","2014-01-03T18:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","340,1,9,0077,1","99999,9,9,9","999999,9,9,9","-0071,1","-0090,1","99999,9",,,,,,,"3,01,0113,1,340","AWY068PAA SA 1800 AUTO8 M M M M/-07/-09/3415/M/M PK WND 3422 1733Z M 10MM=",
"71006099999","2014-01-03T19:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0113,1","99999,9,9,9","999999,9,9,9","-0080,1","-0098,1","99999,9",,,,,,,"3,01,0149,1,350","AWY067PAA SA 1900 AUTO8 M M M M/-08/-10/3522/M/ PK WND 3529 1849Z M 08MM=",
"71006099999","2014-01-03T20:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0103,1","99999,9,9,9","999999,9,9,9","-0097,1","-0114,1","99999,9",,,,,,,"3,01,0144,1,350","AWY067PAA SA 2000 AUTO8 M M M M/-10/-11/3520/M/ PK WND 3528 1959Z M 74MM=",
"71006099999","2014-01-03T21:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0093,1","99999,9,9,9","999999,9,9,9","-0100,1","-0117,1","99999,9",,,,,,,"3,01,0139,1,350","AWY067PAA SA 2100 AUTO8 M M M M/-10/-12/3518/M/ PK WND 3527 2003Z M 07MM=",
"71006099999","2014-01-03T22:00:00","4","52.3","-111.7666666","737.0","ALLIANCE AGCM, CA","SAO  ","99999","V020","350,1,9,0072,1","99999,9,9,9","999999,9,9,9","-0113,1","-0131,1","99999,9",,,,,,,"3,01,0134,1,340","AWY067PAA SA 2200 AUTO8 M M M M/-11/-13/3514/M/ PK WND 3426 2110Z M 31MM=",
